gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,AvgMonthlySpend,TotalServices,MultipleLines_No,MultipleLines_No_phone_service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber_optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No_internet_service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No_internet_service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No_internet_service,DeviceProtection_Yes,TechSupport_No,TechSupport_No_internet_service,TechSupport_Yes,StreamingTV_No,StreamingTV_No_internet_service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No_internet_service,StreamingMovies_Yes,Contract_Month_to_month,Contract_One_year,Contract_Two_year,PaymentMethod_Bank_transfer_automatic,PaymentMethod_Credit_card_automatic,PaymentMethod_Electronic_check,PaymentMethod_Mailed_check,TenureGroup_0_1yr,TenureGroup_1_2yr,TenureGroup_2_4yr,TenureGroup_4_6yr,Churn
0,1,0,0,-1.1145631287986442,1,0,-0.1615829189350795,-0.8788387990558534,-0.36317966735005897,0.5207381436215996,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,0
0,0,1,1,-1.1145631287986442,1,1,-0.5105602889699654,-0.903236906530114,-0.665270088966027,-0.5617762440782015,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,0
0,0,0,0,-1.2367242199587352,1,0,-0.4590445819648154,-0.9515478065017512,-0.591249741535713,-0.5617762440782015,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,0
1,0,1,1,-0.0965540357978854,1,0,0.09433381909050333,-0.1233577984491584,0.17919273197952598,1.0619953374715,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,0
1,0,1,0,0.14776814652229667,1,1,1.0182929511828682,0.5269642705754383,1.1419942370384797,-0.02051905022830094,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,0
0,0,1,1,0.9214550572028734,1,1,0.142525932095321,0.6895006682882344,0.3134217161194432,-1.103033437928102,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,0
0,0,0,0,-0.055833672077855064,1,1,0.6643301901474837,0.14718324139201036,0.7411847966632888,-0.02051905022830094,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,0
0,1,1,1,-0.1779947632379461,0,1,-0.9592454790148186,-0.5762669707403387,-0.835190064534203,-0.5617762440782015,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,0
1,0,0,0,-0.6666391278783103,1,0,-1.5225946620711341,-0.8616542369198235,-1.3055533243568334,-1.103033437928102,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,0
1,0,0,0,-1.0738427650786138,1,0,-1.4827115340671475,-0.9482609005219458,-1.3245857508163257,-1.103033437928102,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,0
1,1,1,0,-0.21871512695797646,1,1,0.7025515211513048,-0.02633892261570606,0.6631941960168257,-0.02051905022830094,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,0
1,0,0,0,1.0436161483629645,1,1,-1.3115464430500368,-0.3553604171714001,-1.1165817163310297,-1.103033437928102,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,0
1,0,1,1,1.6137012404433893,1,1,1.3340343812144315,2.405772964495244,1.5362768112139067,1.6032525313214008,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,0
0,0,0,0,-0.1779947632379461,0,1,-0.9642308700153169,-0.5816716148010926,-0.849035326109793,-0.02051905022830094,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,0
1,0,1,1,0.3106496014024181,1,1,0.6743009721484804,0.4746605519303462,0.7469656585553466,-0.02051905022830094,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,0
1,0,0,0,-1.2774445836787656,1,0,-1.4710789550659844,-0.9967923982103485,-1.5996745485937183,-1.103033437928102,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,1
0,0,0,0,-1.1145631287986442,1,1,0.5064594751317021,-0.8238437882662224,0.3177529014461509,-0.5617762440782015,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,1
0,0,0,0,-1.2774445836787656,1,1,0.14751132309581955,-0.975306180597392,-0.8015658578506273,-1.103033437928102,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,1
0,0,0,1,-0.8295205827584317,1,1,1.3473287572157604,-0.4430259498139966,1.280626725470117,1.0619953374715,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,0
1,0,0,0,-1.1145631287986442,1,1,1.0415581091851935,-0.8057988950348072,0.5411796328040729,0.5207381436215996,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,1
1,0,1,0,1.5729808767233588,1,1,0.7091987091519689,1.6615865669869412,0.8166391176139317,2.1445097251713015,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,0
1,0,0,0,-1.1960038562387048,1,1,0.40508985812156867,-0.9050678675792673,-0.06409376168144687,-1.103033437928102,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,1
0,0,1,0,-0.0965540357978854,1,0,-1.4993295040688086,-0.7164788795164696,-1.242198827138808,-1.103033437928102,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,1
0,0,1,0,-0.30015585439803716,1,1,-1.481049737066981,-0.7817537439073712,-1.2953570032685213,-1.103033437928102,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,0
1,0,1,1,0.7992939660427822,1,0,-1.3364733980525287,-0.41858372279638295,-1.1124791461936507,-1.103033437928102,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,0
0,1,0,0,0.5549717837226001,1,1,1.503537675231376,1.1449025947788647,1.4639205266554716,1.6032525313214008,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,1
1,0,0,0,-0.9516816739185228,1,1,0.19071804510013865,-0.7420461548895871,0.02407512448277951,-1.103033437928102,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,0
0,0,1,0,-0.5444780367182193,1,1,0.7341256641544608,-0.31563076838193943,0.6281467125893571,-0.5617762440782015,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,0
0,0,0,0,-0.8295205827584317,1,1,-0.5105602889699654,-0.7359797176785368,-0.39349796463701425,-0.5617762440782015,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,0
1,1,1,0,0.5142514200025698,1,1,1.1279715531938321,0.9909253884765686,1.2891497214533432,1.0619953374715,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,0
0,0,1,1,0.14776814652229667,1,1,1.3207400052131024,0.6199462081920826,1.3286876235461733,1.0619953374715,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,0
1,0,0,0,0.22920887396235737,1,1,1.0083221691818711,0.622703679651651,1.1665391618747134,0.5207381436215996,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,0
1,0,1,1,-1.2774445836787656,1,0,-1.5142856770703037,-0.9973659522739388,-1.6209792980386055,-1.103033437928102,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,0
1,0,1,0,-0.9109613101984924,1,1,1.1213243651931677,-0.5479863434510058,1.156534295674936,0.5207381436215996,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,1
1,0,1,1,-0.7888002190384014,1,0,-0.6634456129852487,-0.7591204181672343,-0.626445499776168,-1.103033437928102,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,0
1,0,0,0,-0.5851984004382496,1,1,0.572931355138347,-0.3769348738710627,0.5233825479101656,1.0619953374715,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,1
0,0,1,0,0.18848851024232702,0,0,-0.6435040489832552,-0.3029684594396017,-0.5615208468987177,0.5207381436215996,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,0
1,0,0,1,-1.1145631287986442,1,0,-1.4760643460664828,-0.9520110617069587,-1.269177794384567,-1.103033437928102,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,0
1,0,0,0,-0.8702409464784621,1,0,0.3386179781149237,-0.646042028553256,0.29180480917353147,-0.5617762440782015,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,1
1,0,0,1,1.2879383306831464,1,1,1.1429277261953275,1.7168683548083674,1.1762208468295499,1.0619953374715,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,0
1,0,0,0,-1.2774445836787656,1,0,-0.30615925794953225,-0.9813284982650892,-1.0252657270219454,-0.5617762440782015,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,0
1,1,1,0,0.18848851024232702,1,1,0.9219087251732329,0.5266113142286136,1.0603139863491304,-0.02051905022830094,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,1
0,0,1,1,0.6364125111626608,1,1,1.3456669602155942,1.1990372744731101,1.4072383224307792,1.0619953374715,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,0
1,1,1,0,-0.5037576729981889,1,1,0.9900424021800438,-0.16771999929069378,1.0293159250303403,-0.02051905022830094,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,1
0,0,0,0,-0.2594354906780068,1,1,0.1574821050968162,-0.2116630644703749,0.24952914538901827,0.5207381436215996,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,0
0,0,0,0,-0.0965540357978854,1,0,-1.5076384890696393,-0.7506053463000874,-1.323981575007892,-1.103033437928102,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,0
0,0,0,0,1.4915401492832983,1,1,0.07106866108817798,1.01391167056353,0.2079046768358083,0.5207381436215996,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,0
1,0,1,1,1.247217966963116,1,1,0.8188773111629334,1.4638207139067,0.9311094680968584,2.1445097251713015,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,0
1,0,1,0,-1.1145631287986442,1,0,-1.5093002860698053,-0.9502242202011584,-1.2470536314994916,-1.103033437928102,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,1
1,0,1,0,0.26992923768238775,1,1,-1.4727407520661506,-0.6572925121082948,-1.2882974413222865,-1.103033437928102,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,0
1,0,0,1,-1.1552834925186746,1,1,1.2276793732037996,-0.8449991093040307,0.4541032978934304,0.5207381436215996,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,1
1,0,1,0,1.125056875803025,1,0,1.2093996062019723,1.6710722688078563,1.3245030602712036,0.5207381436215996,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,0
1,0,1,1,-0.5444780367182193,1,0,1.2808568772091153,-0.11784285553002172,1.3628328030618986,1.0619953374715,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,1
0,0,1,0,-0.8702409464784621,1,1,1.2376501552047963,-0.5005137148030774,1.1927498866602135,0.5207381436215996,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,1
0,1,0,0,-0.055833672077855064,1,1,1.1695164781979852,0.4000985236636183,1.328345739897987,0.5207381436215996,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,1
1,0,0,0,-0.0965540357978854,1,1,0.6493740171459885,0.07006227961080302,0.6427164122097315,0.5207381436215996,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,0
1,0,0,0,0.8400143297628127,1,0,-1.3348116010523623,-0.441547945111668,-1.159315696107512,-1.103033437928102,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,0
0,0,0,0,-1.1145631287986442,1,1,0.8172155141627669,-0.8021369729365004,0.5865205098278079,0.5207381436215996,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,1
1,1,0,0,0.758573602322752,1,1,0.4931650991303729,0.7477825850576707,0.5696910184024085,-0.5617762440782015,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,0
0,0,1,0,1.5729808767233588,1,0,0.8155537171626008,1.8128063018296687,0.9726690935163922,2.1445097251713015,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,0
0,0,0,1,1.1657772395230555,1,1,-1.3215172250510334,-0.3447717267666577,-1.143525589325204,-1.103033437928102,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,0
1,1,0,0,-0.9924020376385531,1,1,0.3236618051134285,-0.7382298143895446,0.27332248380040286,-0.5617762440782015,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,1
1,0,1,0,-0.9109613101984924,1,1,-0.32610082195152557,-0.7548628822336608,-0.240640111976493,-0.02051905022830094,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,0
0,0,1,0,-0.8295205827584317,0,1,-0.49560411596847015,-0.7335531427941167,-0.3796309679569099,0.5207381436215996,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,0
1,0,1,0,1.369379058123207,1,0,-0.030300955921955676,0.8756851412382888,0.15061701975049585,-0.02051905022830094,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,0
1,0,0,0,-0.3408762181180675,1,0,-0.143303151933252,-0.3701845837380395,-0.0467221967494617,0.5207381436215996,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,0
0,0,1,1,-1.1552834925186746,1,0,-0.27458511494637583,-0.9021118581746101,-0.39448126076523987,-0.02051905022830094,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,1
0,0,0,0,-1.1552834925186746,1,1,0.8039211381614382,-0.8491242866075449,0.3928111725673695,-0.02051905022830094,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,1
0,0,0,1,0.10704778280226633,1,0,-0.304497460949366,-0.11618837265428071,-0.09973824632962389,-0.02051905022830094,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,0
0,1,0,0,0.5142514200025698,1,1,0.6959043331506402,0.6610435628254892,0.7563884786459067,0.5207381436215996,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,0
1,0,0,0,1.3286586944031769,1,1,1.503537675231376,2.143702876977869,1.6095209438370355,1.6032525313214008,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,0
0,0,1,1,-0.748079855318371,1,1,0.5363718211346925,-0.4972268088232719,0.583352111192414,-0.5617762440782015,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,0
0,0,1,1,1.1657772395230555,0,1,-0.467353566965646,0.3569054907209398,-0.30275453430910026,1.0619953374715,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,0
1,0,1,1,1.4508197855632678,1,0,0.5180920541328647,1.3656547299460673,0.6176819716691591,-0.02051905022830094,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,0
0,0,1,1,-0.38159658183809786,1,1,-0.23304018994222275,-0.439849342692574,-0.18365983949554296,0.5207381436215996,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,0
0,0,0,0,0.9214550572028734,1,1,0.5579751821368518,0.9837339029100143,0.7037551613061305,-0.02051905022830094,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,0
1,0,1,1,1.4915401492832983,1,0,-1.3397969920528607,-0.24777491070488178,-1.1311105316816554,-1.103033437928102,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,0
0,0,1,0,-1.0331224013585834,1,0,0.5480044001358552,-0.7498994336064378,0.44107462419444177,1.6032525313214008,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,0
0,0,1,1,1.6137012404433893,1,0,0.4748853321285456,1.5225217663379909,0.6374139418526339,-0.5617762440782015,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,0
0,0,1,1,1.1657772395230555,1,1,-0.5005895069689685,0.3007192522607754,-0.3700785998626094,-0.5617762440782015,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,0
1,1,1,0,1.2879383306831464,1,0,0.5164302571326987,1.207949422230435,0.5945633679022682,-0.02051905022830094,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,0
0,1,1,0,-0.015113308357824713,1,1,0.9451738831755587,0.28730691108143497,0.9755184175243188,-0.02051905022830094,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,1
0,0,0,0,-1.2774445836787656,1,1,0.4915033021302069,-0.9707398078603467,-0.6319472757317159,-0.5617762440782015,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,1
1,0,0,0,-1.1960038562387048,1,1,0.5829021371393436,-0.9112446036487003,-0.17881164330776383,-0.02051905022830094,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,0
1,0,0,1,-1.1960038562387048,1,0,-1.481049737066981,-0.9835124156610674,-1.5210108583356723,-1.103033437928102,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,0
0,0,1,0,1.6137012404433893,1,1,0.6526976111463211,1.68388899615193,0.8016333751396216,1.6032525313214008,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,0
0,0,0,1,-0.2594354906780068,0,1,-1.1619847130350858,-0.658836696125653,-0.9808656580221302,-0.5617762440782015,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,0
1,0,0,0,0.26992923768238775,1,1,1.1861344481996465,0.6714557750568192,1.1795300164918474,1.0619953374715,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,0
0,0,0,0,-1.2774445836787656,1,0,-1.502653098069141,-0.9972115338722028,-1.6152434039572898,-1.103033437928102,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,0
